,detector,text_id,score,mutation,mutation_name
229,GPT2Detector,tr_rus_p_3,0.0002194046974182,tr_rus,translation russian
230,GPT2Detector,tr_rus_p_6,0.0035310983657836,tr_rus,translation russian
231,GPT2Detector,tr_rus_p_18,0.8748341798782349,tr_rus,translation russian
232,GPT2Detector,tr_rus_p_17,0.0078899264335632,tr_rus,translation russian
233,GPT2Detector,tr_rus_p_2,0.8920231461524963,tr_rus,translation russian
234,GPT2Detector,tr_rus_p_19,0.0030571818351745,tr_rus,translation russian
235,GPT2Detector,tr_rus_p_4,0.7972296476364136,tr_rus,translation russian
236,GPT2Detector,tr_rus_p_5,0.8718584775924683,tr_rus,translation russian
237,GPT2Detector,tr_rus_p_7,0.0115271210670471,tr_rus,translation russian
238,GPT2Detector,tr_rus_p_8,0.0011047720909118,tr_rus,translation russian
239,GPT2Detector,tr_rus_p_9,0.999714195728302,tr_rus,translation russian
240,Radar,def_p_13,0.9742463231086732,def,Baseline
241,Radar,def_p_0,0.9855750799179076,def,Baseline
242,Radar,def_p_10,0.9735509753227234,def,Baseline
243,Radar,def_p_12,0.964874804019928,def,Baseline
244,Radar,def_p_1,0.987423062324524,def,Baseline
245,Radar,def_p_15,0.9781188368797302,def,Baseline
246,Radar,def_p_14,0.8890491724014282,def,Baseline
247,Radar,def_p_11,0.9793117642402648,def,Baseline
248,Radar,def_p_17,0.9893447160720824,def,Baseline
249,Radar,def_p_16,0.9903183579444884,def,Baseline
250,Radar,def_p_18,0.9676729440689088,def,Baseline
251,Radar,def_p_7,0.9645201563835144,def,Baseline
252,Radar,def_p_4,0.9695823192596436,def,Baseline
253,Radar,def_p_19,0.9649989604949952,def,Baseline
254,Radar,def_p_3,0.9837771654129028,def,Baseline
255,Radar,def_p_2,0.973565936088562,def,Baseline
256,Radar,def_p_6,0.959034025669098,def,Baseline
257,Radar,def_p_8,0.990863025188446,def,Baseline
258,Radar,def_p_5,0.96542626619339,def,Baseline
259,Radar,def_p_9,0.9657627940177916,def,Baseline
280,Radar,tr_ar_p_0,0.9194462895393372,tr_ar,translation arabic
281,Radar,tr_ar_p_1,0.9580983519554138,tr_ar,translation arabic
282,Radar,tr_ar_p_10,0.89256751537323,tr_ar,translation arabic
283,Radar,tr_ar_p_11,0.9178436398506165,tr_ar,translation arabic
284,Radar,tr_ar_p_12,0.8521918654441833,tr_ar,translation arabic
285,Radar,tr_ar_p_13,0.9448716640472412,tr_ar,translation arabic
286,Radar,tr_ar_p_14,0.5971494913101196,tr_ar,translation arabic
287,Radar,tr_ar_p_15,0.979490339756012,tr_ar,translation arabic
288,Radar,tr_ar_p_16,0.9848369359970092,tr_ar,translation arabic
289,Radar,tr_ar_p_17,0.9749573469161988,tr_ar,translation arabic
290,Radar,tr_ar_p_18,0.7498636841773987,tr_ar,translation arabic
291,Radar,tr_ar_p_19,0.6986076831817627,tr_ar,translation arabic
292,Radar,tr_ar_p_3,0.94035005569458,tr_ar,translation arabic
293,Radar,tr_ar_p_2,0.9235166311264038,tr_ar,translation arabic
294,Radar,tr_ar_p_6,0.7662034034729004,tr_ar,translation arabic
295,Radar,tr_ar_p_4,0.8947734236717224,tr_ar,translation arabic
296,Radar,tr_ar_p_5,0.9526099562644958,tr_ar,translation arabic
297,Radar,tr_ar_p_7,0.8295217156410217,tr_ar,translation arabic
298,Radar,tr_ar_p_8,0.9503554105758668,tr_ar,translation arabic
299,Radar,tr_ar_p_9,0.8658847212791443,tr_ar,translation arabic
300,Radar,tr_chi_p_0,0.8987408876419067,tr_chi,translation chinese
301,Radar,tr_chi_p_1,0.9511657953262328,tr_chi,translation chinese
302,Radar,tr_chi_p_10,0.8717719912528992,tr_chi,translation chinese
303,Radar,tr_chi_p_11,0.8273037075996399,tr_chi,translation chinese
304,Radar,tr_chi_p_12,0.8010731935501099,tr_chi,translation chinese
305,Radar,tr_chi_p_13,0.969574809074402,tr_chi,translation chinese
306,Radar,tr_chi_p_14,0.6431394815444946,tr_chi,translation chinese
307,Radar,tr_chi_p_15,0.6769065260887146,tr_chi,translation chinese
308,Radar,tr_chi_p_16,0.9784080982208252,tr_chi,translation chinese
309,Radar,tr_chi_p_17,0.981481432914734,tr_chi,translation chinese
310,Radar,tr_chi_p_19,0.7183206677436829,tr_chi,translation chinese
311,Radar,tr_chi_p_18,0.8161025047302246,tr_chi,translation chinese
312,Radar,tr_chi_p_2,0.9422032833099364,tr_chi,translation chinese
313,Radar,tr_chi_p_3,0.9606987237930298,tr_chi,translation chinese
314,Radar,tr_chi_p_4,0.8213096857070923,tr_chi,translation chinese
315,Radar,tr_chi_p_5,0.9598570466041564,tr_chi,translation chinese
316,Radar,tr_chi_p_6,0.8365745544433594,tr_chi,translation chinese
317,Radar,tr_chi_p_7,0.8519603610038757,tr_chi,translation chinese
318,Radar,tr_chi_p_8,0.966844379901886,tr_chi,translation chinese
319,Radar,tr_chi_p_9,0.8432844281196594,tr_chi,translation chinese
320,Radar,tr_jap_p_10,0.787577211856842,tr_jap,translation japanese
321,Radar,tr_jap_p_0,0.910085678100586,tr_jap,translation japanese
322,Radar,tr_jap_p_1,0.984495222568512,tr_jap,translation japanese
323,Radar,tr_jap_p_11,0.9259562492370604,tr_jap,translation japanese
324,Radar,tr_jap_p_12,0.830287516117096,tr_jap,translation japanese
325,Radar,tr_jap_p_13,0.941242218017578,tr_jap,translation japanese
326,Radar,tr_jap_p_14,0.7713687419891357,tr_jap,translation japanese
327,Radar,tr_jap_p_15,0.9121689200401306,tr_jap,translation japanese
328,Radar,tr_jap_p_16,0.973164975643158,tr_jap,translation japanese
329,Radar,tr_jap_p_17,0.962096095085144,tr_jap,translation japanese
330,Radar,tr_jap_p_2,0.9076323509216307,tr_jap,translation japanese
331,Radar,tr_jap_p_19,0.7619513273239136,tr_jap,translation japanese
332,Radar,tr_jap_p_18,0.8606017827987671,tr_jap,translation japanese
333,Radar,tr_jap_p_3,0.9566064476966858,tr_jap,translation japanese
334,Radar,tr_jap_p_5,0.9316250681877136,tr_jap,translation japanese
335,Radar,tr_jap_p_4,0.8708698749542236,tr_jap,translation japanese
336,Radar,tr_jap_p_6,0.7835601568222046,tr_jap,translation japanese
337,Radar,tr_jap_p_7,0.8036206960678101,tr_jap,translation japanese
338,Radar,tr_jap_p_8,0.9605149030685424,tr_jap,translation japanese
339,Radar,tr_jap_p_9,0.8800686001777649,tr_jap,translation japanese
340,Radar,tr_rus_p_1,0.9297814965248108,tr_rus,translation russian
341,Radar,tr_rus_p_0,0.9481408596038818,tr_rus,translation russian
342,Radar,tr_rus_p_10,0.9588306546211244,tr_rus,translation russian
343,Radar,tr_rus_p_11,0.943483293056488,tr_rus,translation russian
344,Radar,tr_rus_p_12,0.8998808264732361,tr_rus,translation russian
345,Radar,tr_rus_p_13,0.9327661395072936,tr_rus,translation russian
346,Radar,tr_rus_p_14,0.6352453231811523,tr_rus,translation russian
347,Radar,tr_rus_p_15,0.9935846328735352,tr_rus,translation russian
348,Radar,tr_rus_p_16,0.9837732911109924,tr_rus,translation russian
349,Radar,tr_rus_p_17,0.9822993278503418,tr_rus,translation russian
350,Radar,tr_rus_p_18,0.8313219547271729,tr_rus,translation russian
351,Radar,tr_rus_p_19,0.7681514620780945,tr_rus,translation russian
352,Radar,tr_rus_p_2,0.9546866416931152,tr_rus,translation russian
353,Radar,tr_rus_p_3,0.9529448747634888,tr_rus,translation russian
354,Radar,tr_rus_p_4,0.9443223476409912,tr_rus,translation russian
355,Radar,tr_rus_p_5,0.9541188478469848,tr_rus,translation russian
356,Radar,tr_rus_p_6,0.792458176612854,tr_rus,translation russian
357,Radar,tr_rus_p_7,0.7338227033615112,tr_rus,translation russian
358,Radar,tr_rus_p_8,0.9763103127479552,tr_rus,translation russian
359,Radar,tr_rus_p_9,0.8212748765945435,tr_rus,translation russian
360,CopyLeaks,def_p_12,1.0,def,Baseline
361,CopyLeaks,def_p_11,1.0,def,Baseline
362,CopyLeaks,def_p_13,1.0,def,Baseline
363,CopyLeaks,def_p_1,1.0,def,Baseline
364,CopyLeaks,def_p_10,1.0,def,Baseline
365,CopyLeaks,def_p_15,1.0,def,Baseline
366,CopyLeaks,def_p_16,1.0,def,Baseline
367,CopyLeaks,def_p_0,1.0,def,Baseline
368,CopyLeaks,def_p_17,1.0,def,Baseline
369,CopyLeaks,def_p_14,1.0,def,Baseline
370,CopyLeaks,def_p_2,1.0,def,Baseline
371,CopyLeaks,def_p_18,1.0,def,Baseline
372,CopyLeaks,def_p_3,1.0,def,Baseline
373,CopyLeaks,def_p_19,1.0,def,Baseline
377,CopyLeaks,def_p_4,1.0,def,Baseline
380,CopyLeaks,def_p_5,1.0,def,Baseline
381,CopyLeaks,def_p_7,1.0,def,Baseline
382,CopyLeaks,def_p_6,1.0,def,Baseline
384,CopyLeaks,def_p_8,1.0,def,Baseline
386,CopyLeaks,def_p_9,1.0,def,Baseline
399,CopyLeaks,tr_ar_p_11,1.0,tr_ar,translation arabic
400,CopyLeaks,tr_ar_p_0,0.777042,tr_ar,translation arabic
401,CopyLeaks,tr_ar_p_15,0.0,tr_ar,translation arabic
402,CopyLeaks,tr_ar_p_10,1.0,tr_ar,translation arabic
403,CopyLeaks,tr_ar_p_1,1.0,tr_ar,translation arabic
404,CopyLeaks,tr_ar_p_13,1.0,tr_ar,translation arabic
405,CopyLeaks,tr_ar_p_12,1.0,tr_ar,translation arabic
406,CopyLeaks,tr_ar_p_18,1.0,tr_ar,translation arabic
407,CopyLeaks,tr_ar_p_16,1.0,tr_ar,translation arabic
408,CopyLeaks,tr_ar_p_2,1.0,tr_ar,translation arabic
409,CopyLeaks,tr_ar_p_4,0.47311828,tr_ar,translation arabic
411,CopyLeaks,tr_ar_p_17,0.75,tr_ar,translation arabic
412,CopyLeaks,tr_ar_p_19,1.0,tr_ar,translation arabic
413,CopyLeaks,tr_ar_p_14,0.7677262,tr_ar,translation arabic
414,CopyLeaks,tr_ar_p_5,1.0,tr_ar,translation arabic
415,CopyLeaks,tr_ar_p_3,0.77163464,tr_ar,translation arabic
416,CopyLeaks,tr_chi_p_11,0.7113636,tr_chi,translation chinese
417,CopyLeaks,tr_ar_p_7,0.72727275,tr_ar,translation arabic
418,CopyLeaks,tr_chi_p_10,1.0,tr_chi,translation chinese
419,CopyLeaks,tr_ar_p_6,0.73399013,tr_ar,translation arabic
420,CopyLeaks,tr_ar_p_8,0.79357797,tr_ar,translation arabic
421,CopyLeaks,tr_ar_p_9,1.0,tr_ar,translation arabic
422,CopyLeaks,tr_chi_p_1,1.0,tr_chi,translation chinese
423,CopyLeaks,tr_chi_p_0,1.0,tr_chi,translation chinese
424,CopyLeaks,tr_chi_p_12,1.0,tr_chi,translation chinese
425,CopyLeaks,tr_chi_p_17,0.7125891,tr_chi,translation chinese
426,CopyLeaks,tr_chi_p_13,1.0,tr_chi,translation chinese
427,CopyLeaks,tr_chi_p_15,0.28277636,tr_chi,translation chinese
428,CopyLeaks,tr_chi_p_16,1.0,tr_chi,translation chinese
429,CopyLeaks,tr_chi_p_19,1.0,tr_chi,translation chinese
430,CopyLeaks,tr_chi_p_14,0.77386934,tr_chi,translation chinese
431,CopyLeaks,tr_chi_p_6,1.0,tr_chi,translation chinese
432,CopyLeaks,tr_chi_p_3,1.0,tr_chi,translation chinese
433,CopyLeaks,tr_chi_p_5,1.0,tr_chi,translation chinese
434,CopyLeaks,tr_chi_p_2,1.0,tr_chi,translation chinese
435,CopyLeaks,tr_chi_p_7,0.71929824,tr_chi,translation chinese
436,CopyLeaks,tr_chi_p_18,0.55097085,tr_chi,translation chinese
437,CopyLeaks,tr_chi_p_9,1.0,tr_chi,translation chinese
438,CopyLeaks,tr_chi_p_8,1.0,tr_chi,translation chinese
439,CopyLeaks,tr_jap_p_0,0.48873875,tr_jap,translation japanese
440,CopyLeaks,tr_jap_p_13,1.0,tr_jap,translation japanese
441,CopyLeaks,tr_chi_p_4,0.47272727,tr_chi,translation chinese
442,CopyLeaks,tr_jap_p_1,1.0,tr_jap,translation japanese
443,CopyLeaks,tr_jap_p_11,1.0,tr_jap,translation japanese
444,CopyLeaks,tr_jap_p_12,1.0,tr_jap,translation japanese
445,CopyLeaks,tr_jap_p_16,1.0,tr_jap,translation japanese
446,CopyLeaks,tr_jap_p_10,0.7647059,tr_jap,translation japanese
447,CopyLeaks,tr_jap_p_17,1.0,tr_jap,translation japanese
448,CopyLeaks,tr_jap_p_14,0.77608144,tr_jap,translation japanese
449,CopyLeaks,tr_jap_p_2,1.0,tr_jap,translation japanese
450,CopyLeaks,tr_jap_p_19,1.0,tr_jap,translation japanese
451,CopyLeaks,tr_jap_p_3,1.0,tr_jap,translation japanese
452,CopyLeaks,tr_jap_p_18,0.55472636,tr_jap,translation japanese
453,CopyLeaks,tr_jap_p_4,0.4746137,tr_jap,translation japanese
454,CopyLeaks,tr_jap_p_8,1.0,tr_jap,translation japanese
455,CopyLeaks,tr_jap_p_5,1.0,tr_jap,translation japanese
456,CopyLeaks,tr_rus_p_0,1.0,tr_rus,translation russian
457,CopyLeaks,tr_jap_p_7,0.7131783,tr_jap,translation japanese
458,CopyLeaks,tr_jap_p_9,1.0,tr_jap,translation japanese
459,CopyLeaks,tr_rus_p_1,1.0,tr_rus,translation russian
460,CopyLeaks,tr_jap_p_15,0.51122195,tr_jap,translation japanese
461,CopyLeaks,tr_rus_p_12,1.0,tr_rus,translation russian
462,CopyLeaks,tr_rus_p_13,1.0,tr_rus,translation russian
463,CopyLeaks,tr_rus_p_11,1.0,tr_rus,translation russian
464,CopyLeaks,tr_jap_p_6,0.73934835,tr_jap,translation japanese
465,CopyLeaks,tr_rus_p_10,1.0,tr_rus,translation russian
466,CopyLeaks,tr_rus_p_17,1.0,tr_rus,translation russian
467,CopyLeaks,tr_rus_p_2,1.0,tr_rus,translation russian
468,CopyLeaks,tr_rus_p_18,0.5606796,tr_rus,translation russian
469,CopyLeaks,tr_rus_p_14,1.0,tr_rus,translation russian
470,CopyLeaks,tr_rus_p_16,1.0,tr_rus,translation russian
471,CopyLeaks,tr_rus_p_15,0.66997516,tr_rus,translation russian
472,CopyLeaks,tr_rus_p_5,1.0,tr_rus,translation russian
473,CopyLeaks,tr_rus_p_19,1.0,tr_rus,translation russian
474,CopyLeaks,tr_rus_p_4,0.7643312,tr_rus,translation russian
475,CopyLeaks,tr_rus_p_3,0.76865673,tr_rus,translation russian
476,CopyLeaks,tr_rus_p_6,0.7371007,tr_rus,translation russian
477,CopyLeaks,tr_rus_p_9,1.0,tr_rus,translation russian
478,CopyLeaks,tr_rus_p_8,0.79405034,tr_rus,translation russian
479,CopyLeaks,tr_rus_p_7,0.0,tr_rus,translation russian
